record_id,date,city,ward,road_name,latitude,longitude,rainfall_mm,humidity_percent,traffic_density_vph,road_age_years,vehicle_load_tons,drainage_quality_score,risk_label
RRA-02277,2025-11-28,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.591805,77.160044,5.26,40.77,1012.6,27.2,30.05,32.72,High
RRA-02278,2025-03-22,Bangalore,Kengeri Ward,Mysore Road,12.912514,77.483863,12.51,49.87,1287.0,10.9,11.94,33.33,Low
RRA-02279,2025-09-10,Delhi,Laxmi Nagar Ward,Vikas Marg,28.625957,77.267519,19.63,51.98,1435.2,9.6,,24.48,Medium
RRA-02280,2025-03-11,Bangalore,Bellandur Ward,Sarjapur Road,12.909333,77.690239,8.76,,1073.4,21.0,18.81,33.19,High
RRA-02281,2025-02-24,Bangalore,Electronic City Ward,Hosur Road,12.852092,77.658427,8.78,45.86,1240.7,3.2,13.01,45.63,Low
RRA-02282,2025-01-07,Mumbai,Vashi Ward,Sion Panvel Highway,19.080403,73.009755,14.6,48.47,1264.1,15.5,9.66,64.06,Medium
RRA-02283,2025-10-16,Mumbai,Bandra Ward,SV Road,19.072202,72.812245,9.87,46.62,1611.4,13.0,11.62,25.17,Medium
RRA-02284,2025-06-15,Bangalore,Peenya Ward,Tumkur Road,13.033867,77.530078,26.97,59.28,1513.3,7.4,18.69,84.46,Medium
RRA-02285,2025-05-31,Bangalore,HAL Ward,Old Airport Road,12.955527,77.648145,26.65,59.33,1547.8,5.6,6.42,58.83,Low
RRA-02286,2025-03-22,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.417753,78.429977,,,1756.4,24.5,16.65,34.45,High
RRA-02287,2025-05-13,Mumbai,Bandra Ward,SV Road,19.070875,72.831982,38.13,67.94,1334.6,13.0,19.28,25.17,High
RRA-02288,2025-10-24,Bangalore,Electronic City Ward,Hosur Road,12.847714,77.660779,25.09,67.42,955.1,3.2,25.26,45.63,Medium
RRA-02289,2025-02-13,Chennai,Sholinganallur Ward,Old Mahabalipuram Road,12.890258,80.22913,12.42,55.7,2924.4,8.9,12.16,46.95,Medium
RRA-02290,2025-07-04,Delhi,Azadpur Ward,GT Karnal Road,28.709515,77.168595,37.17,67.68,1342.0,8.5,7.82,55.67,Medium
RRA-02291,2025-01-27,Pune,Baner Ward,Baner Road,18.56644,73.782937,3.76,47.94,3845.3,6.4,17.79,70.82,Medium
RRA-02292,2025-07-14,Bangalore,HAL Ward,Old Airport Road,12.955628,77.644607,35.29,68.52,1036.5,5.6,13.34,58.83,Medium
RRA-02293,2025-05-29,Hyderabad,Hussain Sagar Ward,Tank Bund Road,17.427039,78.478877,16.08,59.7,2379.1,22.2,21.24,26.42,Critical
RRA-02294,2025-08-18,Mumbai,Chembur Ward,Eastern Express Highway,19.050808,72.898321,45.27,73.75,1068.2,22.7,15.61,49.17,High
RRA-02295,2025-01-19,Bangalore,Bellandur Ward,Sarjapur Road,12.909209,77.69763,9.18,50.78,1707.1,21.0,27.18,33.19,High
RRA-02296,2025-03-16,Chennai,Teynampet Ward,Anna Salai,13.040998,80.248648,4.0,56.07,1998.7,26.0,4.23,24.53,High
RRA-02297,2025-09-06,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.451425,73.850455,29.64,62.74,1882.9,27.9,12.55,10.35,Critical
RRA-02298,2025-07-28,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.415771,78.430766,45.61,69.45,793.9,24.5,19.34,34.45,Critical
RRA-02299,2025-03-15,Hyderabad,Gachibowli Ward,Outer Ring Road,17.452978,78.383988,7.07,47.49,1239.9,11.2,13.31,21.41,Medium
RRA-02300,2025-03-31,Chennai,Sholinganallur Ward,Old Mahabalipuram Road,12.906771,80.218986,14.99,49.31,568.5,8.9,6.15,46.95,Low
RRA-02301,2025-07-14,Delhi,Dwarka Ward,NH48 Highway,28.595138,77.046208,43.98,66.12,896.4,3.7,10.61,33.75,Medium
RRA-02302,2025-02-16,Hyderabad,Hussain Sagar Ward,Tank Bund Road,17.411456,78.471358,,52.25,872.0,22.2,13.0,26.42,Medium
RRA-02303,2025-10-08,Mumbai,Ghatkopar Ward,LBS Marg,19.097984,72.912451,7.98,54.3,2197.0,8.0,,64.75,Low
RRA-02304,2025-05-04,Bangalore,HAL Ward,Old Airport Road,12.96536,77.651284,20.11,57.65,905.5,5.6,17.87,58.83,Low
RRA-02305,2025-03-01,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.459027,73.868993,4.69,57.21,2041.5,27.9,2.98,10.35,High
RRA-02306,2025-03-31,Bangalore,HAL Ward,Old Airport Road,12.951797,77.652467,4.39,45.04,964.7,5.6,5.16,58.83,Low
RRA-02307,2025-10-10,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.445956,73.86634,5.82,45.64,816.5,27.9,15.72,10.35,High
RRA-02308,2025-08-20,Hyderabad,Gachibowli Ward,Outer Ring Road,17.438242,78.374658,44.97,74.24,448.1,11.2,,21.41,Medium
RRA-02309,2025-04-20,Mumbai,Thane Ward,Ghodbunder Road,19.250433,72.974587,17.54,60.12,793.5,18.8,11.61,60.54,Medium
RRA-02310,2025-03-15,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.454645,73.859465,7.13,62.22,990.7,27.9,13.76,10.35,High
RRA-02311,2025-09-27,Hyderabad,Gachibowli Ward,Outer Ring Road,17.445422,78.364338,23.22,51.88,1453.9,11.2,4.64,21.41,Medium
RRA-02312,2025-01-30,Chennai,Neelankarai Ward,East Coast Road,12.954746,80.25489,8.29,42.98,511.3,26.6,20.09,44.7,Medium
RRA-02313,2025-10-04,Delhi,Azadpur Ward,GT Karnal Road,28.711831,77.171496,12.48,46.37,523.3,8.5,7.82,55.67,Low
RRA-02314,2025-10-11,Bangalore,Peenya Ward,Tumkur Road,13.032714,77.529852,5.72,55.02,3216.5,7.4,16.47,84.46,Medium
RRA-02315,2025-07-25,Bangalore,Bellandur Ward,Sarjapur Road,12.905344,77.684742,37.41,70.41,100.0,21.0,7.23,33.19,Medium
RRA-02316,2025-10-09,Chennai,Neelankarai Ward,East Coast Road,12.958739,80.256141,28.68,73.1,802.9,26.6,18.29,44.7,High
RRA-02317,2025-11-25,Mumbai,Ghatkopar Ward,LBS Marg,19.093623,72.905624,6.28,44.61,2232.2,8.0,18.47,64.75,Medium
RRA-02318,2025-04-16,Mumbai,Bandra Ward,SV Road,19.067733,72.836665,17.09,61.17,2282.4,13.0,7.34,25.17,Medium
RRA-02319,2025-09-01,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.595378,77.163999,26.25,66.3,2113.3,27.2,8.07,32.72,Critical
RRA-02320,2025-04-20,Mumbai,Ghatkopar Ward,LBS Marg,19.084778,72.912951,17.69,63.54,512.4,8.0,23.46,64.75,Medium
RRA-02321,2025-07-31,Mumbai,Vashi Ward,Sion Panvel Highway,19.077666,72.9983,51.46,89.62,,15.5,16.05,64.06,Critical
RRA-02322,2025-05-01,Chennai,Teynampet Ward,Anna Salai,13.044223,80.240863,6.11,40.72,1612.6,26.0,13.93,24.53,High
RRA-02323,2025-07-23,Pune,Baner Ward,Baner Road,18.568108,73.783626,42.83,63.81,1101.7,6.4,11.41,70.82,Medium
RRA-02324,2025-05-21,Mumbai,Thane Ward,Ghodbunder Road,19.231556,72.988456,40.54,72.37,1004.0,18.8,8.63,60.54,Medium
RRA-02325,2025-10-03,Hyderabad,Uppal Ward,Uppal Road,17.40281,78.552556,10.97,58.97,1054.4,22.8,11.48,33.72,Medium
RRA-02326,2025-04-09,Chennai,Neelankarai Ward,East Coast Road,12.963461,80.25404,10.35,,1205.4,26.6,5.82,44.7,Medium
RRA-02327,2025-07-06,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.460686,73.859348,41.22,62.86,1411.9,27.9,14.94,10.35,Critical
RRA-02328,2025-07-04,Pune,Vadgaon Sheri Ward,Nagar Road,18.561001,73.912712,39.56,74.32,1253.8,27.7,11.83,20.82,Critical
RRA-02329,2025-06-09,Bangalore,Kengeri Ward,Mysore Road,12.916244,77.488449,24.85,56.0,1559.7,10.9,18.7,33.33,Medium
RRA-02330,2025-12-06,Bangalore,HAL Ward,Old Airport Road,12.962988,77.655176,19.27,60.59,1410.5,5.6,5.23,58.83,Low
RRA-02331,2025-12-10,Mumbai,Thane Ward,Ghodbunder Road,19.243126,72.98251,5.73,49.08,2049.8,18.8,13.85,60.54,Medium
RRA-02332,2025-06-05,Hyderabad,Gachibowli Ward,Outer Ring Road,17.443512,78.380616,24.28,62.56,1826.5,11.2,3.86,21.41,Medium
RRA-02333,2025-06-24,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.455673,73.872812,41.39,61.06,,27.9,10.23,10.35,Critical
RRA-02334,2025-03-29,Hyderabad,Uppal Ward,Uppal Road,17.40304,78.553144,4.05,48.02,957.0,22.8,7.96,33.72,Medium
RRA-02335,2025-12-26,Mumbai,Malad Ward,Link Road,19.182349,72.850344,11.91,58.59,1721.4,27.8,,34.41,High
RRA-02336,2025-09-15,Hyderabad,Uppal Ward,Uppal Road,17.403695,78.5529,25.76,63.76,3282.5,22.8,30.05,33.72,Critical
RRA-02337,2025-12-07,Delhi,Nangloi Ward,Rohtak Road,28.677444,77.056151,9.6,49.43,899.6,7.7,19.0,55.52,Low
RRA-02338,2025-05-05,Delhi,Nangloi Ward,Rohtak Road,28.679185,77.064629,,44.0,798.6,7.7,19.53,55.52,Low
RRA-02339,2025-04-08,Bangalore,Whitefield Ward,Whitefield Main Road,12.965756,77.748521,10.45,49.74,1536.5,9.0,13.19,34.76,Medium
RRA-02340,2025-12-22,Mumbai,Ghatkopar Ward,LBS Marg,19.082187,72.899166,6.87,50.9,1518.3,8.0,21.47,64.75,Medium
RRA-02341,2025-06-15,Pune,Baner Ward,Baner Road,18.56695,73.789328,34.51,64.0,2117.5,6.4,4.72,70.82,Medium
RRA-02342,2025-12-20,Mumbai,Andheri Ward,Western Express Highway,19.112984,72.841058,7.77,48.82,972.4,18.2,13.37,59.23,Medium
RRA-02343,2025-05-03,Pune,Bibwewadi Ward,Pune Satara Road,18.483638,73.865088,20.91,64.35,1005.3,27.2,11.75,53.6,High
RRA-02344,2025-11-25,Pune,Baner Ward,Baner Road,18.560322,73.774368,18.14,55.58,1323.8,6.4,8.86,70.82,Low
RRA-02345,2025-03-06,Mumbai,Ghatkopar Ward,LBS Marg,19.087452,72.917653,6.5,43.69,567.3,8.0,26.6,64.75,Low
RRA-02346,2025-08-07,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.42132,78.426054,44.06,67.14,839.4,24.5,6.23,34.45,High
RRA-02347,2025-02-10,Bangalore,Peenya Ward,Tumkur Road,13.023801,77.533362,13.52,51.06,1051.8,7.4,10.15,84.46,Low
RRA-02348,2025-08-09,Chennai,Sholinganallur Ward,Old Mahabalipuram Road,12.890526,80.223003,7.71,53.54,803.9,8.9,,46.95,Low
RRA-02349,2025-12-09,Mumbai,Chembur Ward,Eastern Express Highway,19.051544,72.903434,7.62,50.45,1474.8,22.7,14.38,49.17,Medium
RRA-02350,2025-05-10,Bangalore,Bellandur Ward,Sarjapur Road,12.905242,77.690621,12.97,54.81,1621.1,21.0,,33.19,Medium
RRA-02351,2025-10-22,Chennai,Teynampet Ward,Anna Salai,13.050163,80.243304,43.47,62.29,1149.6,26.0,28.36,24.53,Critical
RRA-02352,2025-02-02,Mumbai,Vashi Ward,Sion Panvel Highway,19.08669,73.011165,10.56,49.82,1478.5,15.5,9.96,64.06,Medium
RRA-02353,2025-06-10,Hyderabad,Hussain Sagar Ward,Tank Bund Road,17.419096,78.473323,18.23,46.81,1069.1,22.2,9.36,26.42,Medium
RRA-02354,2025-03-17,Hyderabad,Uppal Ward,Uppal Road,17.40783,78.560848,5.81,44.04,1638.5,22.8,2.0,33.72,Medium
RRA-02355,2025-10-12,Chennai,Sholinganallur Ward,Old Mahabalipuram Road,12.90433,80.220624,37.81,,1487.4,8.9,43.06,46.95,Critical
RRA-02356,2025-04-24,Delhi,Nangloi Ward,Rohtak Road,28.681556,77.054941,7.42,48.57,2088.3,7.7,4.27,55.52,Low
RRA-02357,2025-01-12,Chennai,Sholinganallur Ward,Old Mahabalipuram Road,12.909101,80.231134,13.98,45.7,1309.8,8.9,12.34,46.95,Low
RRA-02358,2025-05-01,Mumbai,Chembur Ward,Eastern Express Highway,19.059835,72.891453,26.01,60.45,1132.1,22.7,2.72,49.17,Medium
RRA-02359,2025-03-06,Bangalore,Kengeri Ward,Mysore Road,12.907206,77.488552,9.4,47.84,1917.4,10.9,8.94,33.33,Medium
RRA-02360,2025-03-23,Chennai,Neelankarai Ward,East Coast Road,12.949976,80.252969,9.6,56.81,1594.9,26.6,9.89,44.7,High
RRA-02361,2025-04-13,Delhi,Dwarka Ward,NH48 Highway,28.595706,77.049053,11.57,44.19,1092.7,3.7,18.92,33.75,Low
RRA-02362,2025-07-01,Bangalore,Kengeri Ward,Mysore Road,12.909488,77.48499,35.84,62.39,421.1,10.9,23.89,33.33,Medium
RRA-02363,2025-04-13,Bangalore,Whitefield Ward,Whitefield Main Road,12.962508,77.74794,12.9,62.34,946.3,9.0,8.77,34.76,Low
RRA-02364,2025-12-31,Bangalore,Peenya Ward,Tumkur Road,13.031205,77.515169,5.28,35.86,1229.7,7.4,5.32,84.46,Low
RRA-02365,2025-04-13,Mumbai,Chembur Ward,Eastern Express Highway,19.055085,72.899488,15.21,52.59,2048.1,22.7,6.31,49.17,High
RRA-02366,2025-06-14,Bangalore,Bellandur Ward,Sarjapur Road,12.909195,77.679903,26.35,59.33,1710.7,21.0,23.61,33.19,Critical
RRA-02367,2025-07-06,Bangalore,Whitefield Ward,Whitefield Main Road,12.962024,77.748934,35.75,57.01,1109.5,9.0,,34.76,High
RRA-02368,2025-12-30,Bangalore,Whitefield Ward,Whitefield Main Road,12.964535,77.758495,8.22,49.08,1415.6,9.0,16.29,34.76,Medium
RRA-02369,2025-11-20,Hyderabad,Hussain Sagar Ward,Tank Bund Road,17.424741,78.473923,10.74,54.82,2003.0,22.2,6.71,26.42,High
RRA-02370,2025-09-19,Delhi,Azadpur Ward,GT Karnal Road,28.715013,77.178612,30.86,64.6,1087.7,8.5,24.15,55.67,Medium
RRA-02371,2025-05-01,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.593428,77.163323,18.43,54.39,1527.6,27.2,9.36,32.72,High
RRA-02372,2025-10-15,Hyderabad,Uppal Ward,Uppal Road,17.400458,78.554979,19.56,66.82,880.5,22.8,9.45,33.72,Medium
RRA-02373,2025-05-16,Bangalore,Marathahalli Ward,Outer Ring Road,12.957153,77.696902,12.21,52.67,115.6,15.6,11.12,54.34,Low
RRA-02374,2025-03-20,Hyderabad,Uppal Ward,Uppal Road,17.410799,78.55508,18.73,55.83,1017.6,22.8,18.89,33.72,High
RRA-02375,2025-03-30,Mumbai,Bandra Ward,SV Road,19.066804,72.82374,17.18,54.37,1889.0,13.0,9.32,25.17,Medium
RRA-02376,2025-09-13,Delhi,Nizamuddin Ward,Mathura Road,28.588087,77.259843,15.32,52.09,100.0,15.6,12.21,61.4,Low
RRA-02377,2025-09-19,Pune,Vadgaon Sheri Ward,Nagar Road,18.55991,73.909856,14.59,49.45,1459.5,27.7,18.43,20.82,High
RRA-02378,2025-09-12,Bangalore,Whitefield Ward,Whitefield Main Road,12.969102,77.755294,15.55,66.33,1260.3,9.0,,34.76,High
RRA-02379,2025-11-15,Pune,Bibwewadi Ward,Pune Satara Road,18.475146,73.871087,9.53,48.05,1143.8,27.2,12.05,53.6,Medium
RRA-02380,2025-03-20,Hyderabad,Gachibowli Ward,Outer Ring Road,17.440367,78.38303,5.23,53.93,793.7,11.2,12.76,21.41,Low
RRA-02381,2025-03-12,Delhi,Dwarka Ward,NH48 Highway,28.584633,77.047736,14.61,42.44,1786.4,3.7,28.25,33.75,Medium
RRA-02382,2025-11-20,Bangalore,Peenya Ward,Tumkur Road,13.029748,77.519856,3.11,59.03,3292.8,7.4,6.12,84.46,Medium
RRA-02383,2025-09-23,Bangalore,Whitefield Ward,Whitefield Main Road,12.965098,77.744584,15.38,55.0,1074.8,9.0,3.69,34.76,Low
RRA-02384,2025-02-07,Bangalore,Electronic City Ward,Hosur Road,12.86081,77.671068,3.14,48.74,1401.7,3.2,13.27,45.63,Low
RRA-02385,2025-03-10,Delhi,Nizamuddin Ward,Mathura Road,28.582262,77.252543,5.43,42.39,588.7,15.6,27.11,61.4,Medium
RRA-02386,2025-04-12,Mumbai,Thane Ward,Ghodbunder Road,19.2354,72.985788,17.58,52.48,,18.8,10.07,60.54,High
RRA-02387,2025-12-08,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.586556,77.163852,17.11,51.5,1147.4,27.2,12.02,32.72,High
RRA-02388,2025-11-26,Pune,Vadgaon Sheri Ward,Nagar Road,18.558632,73.908977,13.7,56.61,8322.7368218162,27.7,,20.82,Critical
RRA-02389,2025-06-27,Mumbai,Bandra Ward,SV Road,19.061761,72.818582,62.06,82.53,1665.8,13.0,11.49,25.17,Critical
RRA-02390,2025-04-26,Delhi,Nangloi Ward,Rohtak Road,28.678826,77.072523,10.68,47.99,1477.3,7.7,9.18,55.52,Low
RRA-02391,2025-09-19,Hyderabad,Uppal Ward,Uppal Road,17.408011,78.564602,21.52,,1247.2,22.8,19.17,33.72,High
RRA-02392,2025-04-14,Chennai,Neelankarai Ward,East Coast Road,12.952252,80.25847,6.9,42.28,1340.2,26.6,9.27,44.7,Medium
RRA-02393,2025-08-09,Bangalore,Electronic City Ward,Hosur Road,12.849267,77.669044,36.56,68.08,1560.5,3.2,2.0,45.63,Low
RRA-02394,2025-11-03,Chennai,Tambaram Ward,GST Road,12.927593,80.095313,35.72,73.73,2012.3,27.5,6.44,8.73,Critical
RRA-02395,2025-07-17,Mumbai,Bandra Ward,SV Road,19.070105,72.822097,67.67,79.53,674.5,13.0,10.3,25.17,High
RRA-02396,2025-09-01,Delhi,Laxmi Nagar Ward,Vikas Marg,28.628149,77.271453,28.97,62.79,1064.6,9.6,7.12,24.48,Medium
RRA-02397,2025-11-10,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.444049,73.866221,4.53,45.76,398.0,27.9,10.54,10.35,Medium
RRA-02398,2025-10-02,Mumbai,Chembur Ward,Eastern Express Highway,19.049857,72.907386,18.73,61.5,684.1,22.7,11.34,49.17,Medium
RRA-02399,2025-06-19,Mumbai,Thane Ward,Ghodbunder Road,19.241532,72.985355,65.47,77.33,616.1,18.8,16.81,60.54,Critical
RRA-02400,2025-12-11,Bangalore,HAL Ward,Old Airport Road,12.96263,77.645362,2.6,,1167.6,5.6,14.41,58.83,Low
RRA-02401,2025-05-27,Bangalore,Whitefield Ward,Whitefield Main Road,12.96714,77.742567,23.88,57.55,,9.0,6.1,34.76,Medium
RRA-02402,2025-01-23,Pune,Vadgaon Sheri Ward,Nagar Road,18.552284,73.908057,13.8,58.22,2460.7,27.7,9.4,20.82,Critical
RRA-02403,2025-09-02,Delhi,Laxmi Nagar Ward,Vikas Marg,28.638655,77.280631,23.2,48.72,100.0,9.6,7.15,24.48,Low
RRA-02404,2025-03-12,Mumbai,Ghatkopar Ward,LBS Marg,19.08358,72.921972,16.41,,230.9,8.0,11.82,64.75,Low
RRA-02405,2025-04-23,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.417475,78.444036,8.56,58.77,1590.2,24.5,10.58,34.45,High
RRA-02406,2025-05-04,Bangalore,Whitefield Ward,Whitefield Main Road,12.970313,77.739706,12.35,54.34,2514.1,9.0,6.57,34.76,Medium
RRA-02407,2025-06-16,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.417085,78.431642,24.66,63.4,1220.0,24.5,21.18,34.45,High
RRA-02408,2025-10-02,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.597425,77.171315,14.2,48.12,3324.5,27.2,11.62,32.72,Critical
RRA-02409,2025-08-06,Bangalore,Bannerghatta Ward,Bannerghatta Road,12.899938,77.594879,31.01,58.42,1058.0,27.2,13.78,33.99,High
RRA-02410,2025-09-25,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.597553,77.175465,35.17,64.16,732.8,27.2,10.01,32.72,High
RRA-02411,2025-08-25,Mumbai,Chembur Ward,Eastern Express Highway,19.061517,72.88972,46.64,71.99,1431.7,22.7,7.96,49.17,High
RRA-02412,2025-11-11,Bangalore,Whitefield Ward,Whitefield Main Road,12.965871,77.746936,13.56,50.86,2136.3,9.0,3.91,34.76,Medium
RRA-02413,2025-03-22,Mumbai,Thane Ward,Ghodbunder Road,19.242739,72.975235,,65.28,2217.5,18.8,8.39,60.54,Medium
RRA-02414,2025-08-21,Hyderabad,Banjara Hills Ward,Banjara Hills Road No 12,17.426178,78.433844,29.59,63.82,,24.5,8.75,34.45,High
RRA-02415,2025-02-02,Mumbai,Vashi Ward,Sion Panvel Highway,19.066964,72.982205,17.15,62.49,2257.2,15.5,8.27,64.06,Medium
RRA-02416,2025-01-05,Chennai,Sholinganallur Ward,Old Mahabalipuram Road,12.899504,80.229651,3.97,37.67,1134.3,8.9,7.25,46.95,Low
RRA-02417,2025-08-11,Hyderabad,Hussain Sagar Ward,Tank Bund Road,17.419406,78.467668,36.56,68.29,100.0,22.2,14.04,26.42,High
RRA-02418,2025-08-27,Delhi,Nangloi Ward,Rohtak Road,28.674307,77.057469,26.31,67.41,1685.0,7.7,17.98,55.52,Medium
RRA-02419,2025-11-13,Pune,Vadgaon Sheri Ward,Nagar Road,18.552378,73.909771,10.22,47.84,646.7,27.7,2.79,20.82,Medium
RRA-02420,2025-08-01,Chennai,Tambaram Ward,GST Road,12.92208,80.105812,8.4,46.5,2120.6,27.5,14.47,8.73,Critical
RRA-02421,2025-06-22,Chennai,Teynampet Ward,Anna Salai,13.039769,80.249344,13.38,58.79,1128.7,26.0,9.08,24.53,High
RRA-02422,2025-03-02,Mumbai,Malad Ward,Link Road,19.18691,72.856165,8.14,38.75,2167.7,27.8,6.18,34.41,High
RRA-02423,2025-04-16,Mumbai,Bandra Ward,SV Road,19.058335,72.827298,21.81,65.11,1569.9,13.0,11.15,25.17,Medium
RRA-02424,2025-06-30,Bangalore,Bellandur Ward,Sarjapur Road,12.91304,77.691841,33.95,58.34,1910.5,21.0,7.78,33.19,High
RRA-02425,2025-04-08,Delhi,Dwarka Ward,NH48 Highway,28.597884,77.045414,13.44,58.71,645.6,3.7,8.95,33.75,Low
RRA-02426,2025-11-07,Pune,Baner Ward,Baner Road,18.544283,73.787892,,45.29,,6.4,5.23,70.82,Low
RRA-02427,2025-12-12,Pune,Vadgaon Sheri Ward,Nagar Road,18.555598,73.919498,5.69,63.49,1604.6,27.7,23.84,20.82,Critical
RRA-02428,2025-10-04,Delhi,Laxmi Nagar Ward,Vikas Marg,28.625836,77.268361,8.33,42.59,320.8,9.6,14.1,24.48,Low
RRA-02429,2025-10-01,Bangalore,Bannerghatta Ward,Bannerghatta Road,12.892422,77.599599,9.7,58.93,933.1,27.2,13.24,33.99,High
RRA-02430,2025-02-15,Mumbai,Thane Ward,Ghodbunder Road,19.227417,72.98409,13.14,54.18,1616.4,18.8,12.82,60.54,Medium
RRA-02431,2025-05-29,Bangalore,Whitefield Ward,Whitefield Main Road,12.970508,77.737403,25.89,65.46,1552.6,9.0,13.81,34.76,Medium
RRA-02432,2025-03-31,Hyderabad,Gachibowli Ward,Outer Ring Road,17.448331,78.38263,5.24,42.09,,11.2,13.74,21.41,Low
RRA-02433,2025-12-06,Mumbai,Thane Ward,Ghodbunder Road,19.237403,72.981119,6.31,53.74,,18.8,4.92,60.54,Low
RRA-02434,2025-05-30,Mumbai,Ghatkopar Ward,LBS Marg,19.071948,72.910182,51.91,79.53,1023.4,8.0,13.75,64.75,Medium
RRA-02435,2025-02-23,Bangalore,Whitefield Ward,Whitefield Main Road,12.976775,77.749779,6.5,49.15,3420.2,9.0,20.32,34.76,High
RRA-02436,2025-02-19,Bangalore,Marathahalli Ward,Outer Ring Road,12.960128,77.699512,4.54,52.99,1268.2,15.6,20.81,54.34,Medium
RRA-02437,2025-12-31,Mumbai,Thane Ward,Ghodbunder Road,19.242972,72.969364,8.47,53.37,,18.8,20.37,60.54,Medium
RRA-02438,2025-08-04,Mumbai,Vashi Ward,Sion Panvel Highway,19.074607,73.00226,57.31,88.42,2056.3,15.5,10.09,64.06,Critical
RRA-02439,2025-04-16,Delhi,Nizamuddin Ward,Mathura Road,28.592009,77.257815,8.31,51.89,2067.5,15.6,12.16,61.4,Medium
RRA-02440,2025-06-08,Pune,Bibwewadi Ward,Pune Satara Road,18.463182,73.855571,28.55,63.53,2017.4,27.2,28.53,53.6,Critical
RRA-02441,2025-12-10,Delhi,Nangloi Ward,Rohtak Road,28.689946,77.062088,5.14,45.02,2573.8,7.7,12.1,55.52,Medium
RRA-02442,2025-02-25,Hyderabad,Hussain Sagar Ward,Tank Bund Road,17.42366,78.471161,4.46,50.52,,22.2,11.48,26.42,Medium
RRA-02443,2025-01-17,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.598422,77.168065,13.44,48.8,1607.7,27.2,14.67,32.72,High
RRA-02444,2025-02-21,Bangalore,Bellandur Ward,Sarjapur Road,12.915943,77.686438,8.76,65.33,1119.2,21.0,10.39,33.19,Medium
RRA-02445,2025-07-23,Bangalore,Whitefield Ward,Whitefield Main Road,12.965532,77.743534,44.56,67.16,1353.4,9.0,9.07,34.76,Medium
RRA-02446,2025-09-17,Bangalore,Marathahalli Ward,Outer Ring Road,12.948941,77.706714,15.38,53.33,2028.3,15.6,17.62,54.34,Medium
RRA-02447,2025-07-11,Mumbai,Chembur Ward,Eastern Express Highway,19.043544,72.899997,,82.64,1705.1,22.7,4.33,49.17,Critical
RRA-02448,2025-09-15,Delhi,Nizamuddin Ward,Mathura Road,28.591929,77.245992,20.31,58.9,961.9,15.6,13.96,61.4,Medium
RRA-02449,2025-07-14,Bangalore,Electronic City Ward,Hosur Road,12.835611,77.662973,32.99,63.19,2140.2,3.2,14.16,45.63,Medium
RRA-02450,2025-07-04,Bangalore,Bellandur Ward,Sarjapur Road,12.914025,77.686864,36.09,73.1,1671.4,21.0,14.3,33.19,Critical
RRA-02451,2025-01-27,Bangalore,Electronic City Ward,Hosur Road,12.847914,77.667092,8.01,49.95,1306.0,3.2,11.25,45.63,Low
RRA-02452,2025-10-08,Delhi,Dwarka Ward,NH48 Highway,28.597164,77.053241,8.08,47.07,1622.8,3.7,6.74,33.75,Low
RRA-02453,2025-12-09,Mumbai,Chembur Ward,Eastern Express Highway,19.045964,72.89419,15.02,54.04,956.9,22.7,18.19,49.17,High
RRA-02454,2025-03-21,Bangalore,Electronic City Ward,Hosur Road,12.840885,77.669328,5.22,46.52,727.9,3.2,2.87,45.63,Low
RRA-02455,2025-11-13,Hyderabad,Uppal Ward,Uppal Road,17.397932,78.552061,14.42,51.93,1178.9,22.8,21.65,33.72,High
RRA-02456,2025-07-30,Bangalore,HAL Ward,Old Airport Road,12.956835,77.648551,41.16,77.88,385.0,5.6,10.57,58.83,Low
RRA-02457,2025-08-25,Pune,Katraj Ward,Katraj Dehu Road Bypass,18.44665,73.856769,24.7,58.26,1626.3,27.9,5.42,10.35,Critical
RRA-02458,2025-02-13,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.585531,77.16806,4.52,48.84,3132.0,27.2,9.58,32.72,Critical
RRA-02459,2025-04-02,Hyderabad,Hussain Sagar Ward,Tank Bund Road,17.429966,78.470004,10.7,57.3,722.3,22.2,16.41,26.42,Medium
RRA-02460,2025-03-18,Delhi,Dhaula Kuan Ward,Outer Ring Road,28.598965,77.158227,8.39,55.44,344.0,27.2,17.2,32.72,Medium
